2017_05_16\00000\0005.wav	我再回来
2017_05_16\00029\0563.wav	通怎么诶我给会这哨所啊
2017_05_16\00029\0568.wav	我的计算机彼此我
2017_05_16\00029\0570.wav	回家睡觉来比较去了
2017_05_16\00029\0572.wav	嗯嗯红
2017_05_16\00029\0595.wav	我和你又不认识你加我有个好呀
2017_05_16\00029\0620.wav	我是刚和我的干活穿得我现在一种那种我家有人
2017_05_16\00029\0644.wav	我不会告诉你我小时候家里是开网吧打
2017_05_16\00029\0657.wav	嗯哪一天行嗯不要嗯嗯
2017_05_16\00029\0664.wav	先生你好为也是笨功夫全当没说他也是吊儿郎当的情景
2017_05_16\00029\0665.wav	完治怎么办啊广钢啊
2017_05_16\00029\0667.wav	你喜欢东西都要你把败坏了
2017_05_16\00029\0668.wav	由于三也没用啊还强上
2017_05_16\00029\0678.wav	嗯二百来为你
2017_05_16\00029\0688.wav	你是不是有神经病又把电话跟我那些
2017_05_16\00029\0697.wav	没干嘛在床上躺着
2017_05_16\00029\0700.wav	啊啊啊
2017_05_16\00029\0705.wav	嗯我要说话
2017_05_16\00029\0709.wav	有啊喂食了
2017_05_16\00029\0710.wav	恩惠头头是你说鲁五千元
2017_05_16\00029\0711.wav	嗯服务很好地对我说啊
2017_05_16\00029\0715.wav	清理不用BEYOND黄石好吗
2017_05_16\00029\0716.wav	卫星很好听后天天跟你熟
2017_05_16\00029\0720.wav	那怎么叫没用吗你想我哦
2017_05_16\00029\0735.wav	好想了下系统
2017_05_16\00029\0737.wav	你帮了你呢你知道包括什么地方呀房中
2017_05_16\00029\0753.wav	为经验打败
2017_05_16\00029\0757.wav	服啦嘶啦嘶我帮你这边三十四根源你先把票先收起来
2017_05_16\00029\0768.wav	嗯嗯谱呀么
2017_05_16\00029\0772.wav	怎么发音爸爸去哪儿嘞
2017_05_16\00029\0788.wav	嗯为起来嗯行的两批也行啊
2017_05_16\00029\0793.wav	联系电话一三一九六八九九四一八
2017_05_16\00029\0800.wav	没有修吧
2017_05_16\00029\0808.wav	是否小子跑到嗯
2017_05_16\00029\0809.wav	在早就给你说过我做一次为爱你舒服到三次
2017_05_16\00029\0810.wav	都是单为陆空没有
2017_05_16\00029\0811.wav	是哦贵啊
2017_05_16\00029\0823.wav	事事难再等等我呀哈哈
2017_05_16\00029\0830.wav	大淫你说的时候摸我也太棒了
2017_05_16\00029\0833.wav	她们对全部是谁安全可适度来的
2017_05_16\00029\0840.wav	这样为你一个大妈天不去了啊同学的时候呀怎么又出去的烟头的
2017_05_16\00029\0848.wav	北京信息带来的住那点多大的时空后也行洪七七带来的时候你和能力啊
2017_05_16\00029\0864.wav	我知道你在医院啊吃饭了名你们嗯
2017_05_16\00029\0877.wav	康康跟他妈妈说需要的吗挺好的
2017_05_16\00029\0888.wav	哎那你好现在干什么嗯
2017_05_16\00029\0902.wav	嗯酸奶减肥那边有华美
2017_05_16\00029\0909.wav	我会尽快把时间排出来
2017_05_16\00029\0911.wav	熊伟也愿意李建强原因吗
2017_05_16\00029\0927.wav	当然也不排除百分之八十都系着
2017_05_16\00029\0933.wav	您把那个绿豆今天晚上泡在那名隔开水里哦摇号法他盖上盖子明天早晨你看看行不行
2017_05_16\00029\0937.wav	还有牛奶糖感觉也和牛那个啊
2017_05_16\00029\0949.wav	问了这起向东西来刚愎自用新款
2017_05_16\00029\0957.wav	社区通知你去排村
2017_05_16\00029\0969.wav	你并没有多少吗
2017_05_16\00029\0989.wav	王冰玉什么老婆会需要累
2017_05_16\00030\0007.wav	嗯行对你看嗯
2017_05_16\00030\0012.wav	我们经常做也是说要疼的
2017_05_16\00030\0023.wav	微信哪一天没有灯
2017_05_16\00030\0025.wav	铭记家而是要办喜事
2017_05_16\00030\0026.wav	由于散了腐官员被灵
2017_05_16\00030\0030.wav	武林接近了
2017_05_16\00030\0032.wav	建立真正拿一我们的小孩子吧
2017_05_16\00030\0042.wav	我们也要运送无论今天王嗯他那网络上那纵贯
2017_05_16\00030\0043.wav	你钱呢有时候也会说但是我是一直没和他妈妈划痕时播放了吗说话
2017_05_16\00030\0049.wav	我会两位先生请问您是挺好
2017_05_16\00030\0061.wav	哇和高老师真是您跟他说让他跟我联系更好我找不着他们接啊
2017_05_16\00030\0063.wav	幺八零你咋不说换门
2017_05_16\00030\0064.wav	服务和好了那个你没吃饭
2017_05_16\00030\0068.wav	我看上广阔砂膏错了
2017_05_16\00030\0069.wav	嗯暴力神补刀门一套
2017_05_16\00030\0072.wav	你说阿难看还是到了行程
2017_05_16\00030\0075.wav	谢我啥气中午饭没有
2017_05_16\00030\0082.wav	刚好和云寺里嗯用啦
2017_05_16\00030\0106.wav	我老公想吃什么就吃什么我才不化
2017_05_16\00030\0124.wav	但家里盖掉到水啊
2017_05_16\00030\0127.wav	上次跟他们打码就已经说我是做麻将馆哦
2017_05_16\00030\0163.wav	没有啊首行礼祭拜
2017_05_16\00030\0199.wav	经常嗯可以是意淫没有没有出院啦
2017_05_16\00030\0201.wav	你要为了你们加分的
2017_05_16\00030\0222.wav	为我这里有感情问题我还问什么都好
2017_05_16\00030\0233.wav	嗯那你要努力找个
2017_05_16\00030\0237.wav	请问你家那我也在哪里工作
2017_05_16\00030\0255.wav	你看你给五石与四
2017_05_16\00030\0258.wav	人家也会和牛来的
2017_05_16\00030\0267.wav	你们也看看
2017_05_16\00030\0279.wav	我们家这个党的书记已经迟了
2017_05_16\00030\0288.wav	多吃点多十点要让次数多吃点
2017_05_16\00030\0291.wav	你好啊是啊
2017_05_16\00030\0301.wav	先生套房有阿毛红音呀
2017_05_16\00030\0313.wav	而入姜切腹自尽
2017_05_16\00030\0318.wav	我感谢我只是不知道带您进入这个嗯行
2017_05_16\00030\0322.wav	阿含烟来已复活哦天啊
2017_05_16\00030\0327.wav	符号都说了我们购物时你知道吗来这里等我买了哇
2017_05_16\00030\0328.wav	没有吃饭没劲
2017_05_16\00030\0332.wav	来一帮我问你那就是
2017_05_16\00030\0338.wav	你看看那个男人与被挟持我只需要回报
2017_05_16\00030\0340.wav	什么叫啊什么叫长脚的鞋
2017_05_16\00030\0344.wav	那你现在是最佳你还是陈慧敏呀
2017_05_16\00030\0350.wav	慰问看了什么事情嗯
2017_05_16\00030\0351.wav	无论银四是四次嗯
2017_05_16\00030\0355.wav	为啥子我在本来到龙川就要下车的结果那也都过新年寄了
2017_05_16\00030\0365.wav	老师你好还是哥我说的拍照能拿挺只是拿的
2017_05_16\00030\0379.wav	对我的城府应该是你
2017_05_16\00030\0391.wav	那女士们只是太便宜
2017_05_16\00030\0397.wav	嗯没吃没啥呀吃一顿
2017_05_16\00030\0399.wav	你那里有下雨吧
2017_05_16\00030\0402.wav	我觉得至少还敢出门也不怕顶乌龙
2017_05_16\00030\0404.wav	挺的
2017_05_16\00030\0451.wav	我不知嗯我真仙你刚被没说去而言吧嗯
2017_05_16\00030\0455.wav	嗯好吃不吃
2017_05_16\00030\0459.wav	那就到那个啊肿瘤医院那会不用百是吗完事那会就有卖的
2017_05_16\00030\0466.wav	豪门来全不是睡前喝多了一点
2017_05_16\00030\0473.wav	诶那张女士哇
2017_05_16\00030\0483.wav	把他带到腰上不就看不到了吗
2017_05_16\00030\0487.wav	现在和你有思路份量了
2017_05_16\00030\0488.wav	好会议和也不给了错喔
2017_05_16\00030\0492.wav	不是
2017_05_16\00030\0508.wav	哦
2017_05_16\00030\0516.wav	对呀航食材的帮个忙呗
2017_05_16\00030\0529.wav	不好意思没有期恢复的情况还在吗
2017_05_16\00030\0533.wav	那是那个气和朋友
2017_05_16\00030\0539.wav	嗯你说嗯怎么办啊
2017_05_16\00030\0545.wav	K二十一号哈励志类投票
2017_05_16\00030\0550.wav	善待发的
2017_05_16\00030\0552.wav	网上很多人都是讯
2017_05_16\00030\0555.wav	我嗯信银行里的歌
2017_05_16\00030\0558.wav	你说进行物资管理玉玺从
2017_05_16\00030\0583.wav	为省内第一卖出能停啊
2017_05_16\00030\0585.wav	想上哪去笑着道
2017_05_16\00030\0589.wav	深圳上广州的路
2017_05_16\00030\0594.wav	为你流干什么都有谁能老伴在对局对有饭店与别的都
2017_05_16\00030\0602.wav	收入元大蛇之处吗而且他那个成本费也也给我
2017_05_16\00030\0611.wav	信你不用给杨的皇室好吗
2017_05_16\00030\0617.wav	另外我们买的那个车子的保险有没有那个保险人员档案啦
2017_05_16\00030\0619.wav	嗯嗯所以说也会这样
2017_05_16\00030\0624.wav	我在拉合适的基本的那去
2017_05_16\00030\0632.wav	你好美你好我想都挺好的治愈一切顺利绩效为红英语去天津什么一定按照了
2017_05_16\00030\0636.wav	你不是上班吧真正那里聊天
2017_05_16\00030\0637.wav	嗯回头一想嗯
2017_05_16\00030\0640.wav	啊哒哒哒大奔三三
2017_05_16\00030\0655.wav	没事的吧啊多付以及府是指完全看不见啊多
2017_05_16\00030\0657.wav	有啊我已经无事了
2017_05_16\00030\0664.wav	都是我现在的清新还有我机子比较要好的朋友
2017_05_16\00030\0668.wav	喂你好卫视女士是我的怎么能性
2017_05_16\00030\0672.wav	好好的好
2017_05_16\00030\0675.wav	是啊
2017_05_16\00030\0680.wav	为今天下午在一家啊
2017_05_16\00030\0681.wav	记得在话我还在这点
2017_05_16\00030\0685.wav	嗯嗯哦
2017_05_16\00030\0687.wav	所以啊给他来干干食材啊
2017_05_16\00030\0733.wav	恩恩呢那我怎么过呢
2017_05_16\00030\0744.wav	吓了一刚开始哎
2017_05_16\00030\0746.wav	辛勤四的然后
2017_05_16\00030\0749.wav	忘了吧
2017_05_16\00030\0757.wav	叫我是信号不好走
2017_05_16\00030\0759.wav	喂你好毒我哦呀你怎么因为我在看
2017_05_16\00030\0761.wav	说什么吗诶好服务哦
2017_05_16\00030\0762.wav	你自己的店里来抢吧每天因为价格不一样
2017_05_16\00030\0763.wav	少哦四邻叫
2017_05_16\00030\0764.wav	可同时提醒
2017_05_16\00030\0789.wav	现在有新城子夏辰嗯
2017_05_16\00030\0798.wav	恶棍你幸福嘞我知道你不容易因为当年也把爹
2017_05_16\00030\0807.wav	能看见我的字吗
2017_05_16\00030\0810.wav	这两天呢你觉得味道还行了我
2017_05_16\00030\0814.wav	嗯还对对等于没犯什么意思吗
2017_05_16\00030\0824.wav	一米六七不管啦
2017_05_16\00030\0828.wav	那就这样吧我是大姐先森是
2017_05_16\00030\0836.wav	我这样我只进行核查啊
2017_05_16\00030\0839.wav	为我不懂买买一张妈妈是嗯
2017_05_16\00030\0841.wav	让你回来了如果房子住沉吟不能让你白跑
2017_05_16\00030\0843.wav	现在是一个普通的老百姓
2017_05_16\00030\0848.wav	永远广告是那个闸门的
2017_05_16\00030\0850.wav	嗯了还行嗯嗯去了
2017_05_16\00030\0862.wav	亏了
2017_05_16\00030\0875.wav	谁劝你也不缺呀
2017_05_16\00030\0887.wav	这对这个易支付我昨天去买了
2017_05_16\00030\0892.wav	文革的时候找不着一个清晰你们有谁打电话
2017_05_16\00030\0918.wav	那就按照原来的时间
2017_05_16\00030\0922.wav	我心就是这么写行
2017_05_16\00030\0924.wav	新鲜说是他最先说他是随你便
2017_05_16\00030\0939.wav	我这首歌已经表达我对你的表差
2017_05_16\00030\0945.wav	给出省管哦
2017_05_16\00030\0948.wav	需要个可以了啊我把你拉到群里您和他们领导啊还有吗
2017_05_16\00030\0967.wav	都混夜场
2017_05_16\00030\0975.wav	有市民少部分我现在陈小姐说
2017_05_16\00030\0979.wav	你们肛门采臣嗯
2017_05_16\00030\0980.wav	因为他说
2017_05_16\00030\0985.wav	百货大楼差我觉得不应该
2017_05_16\00030\0986.wav	有的人都提问题还是
2017_05_16\00030\0987.wav	这真是不是路那个吗
2017_05_16\00030\0993.wav	嗯哼嗯问偶猫请问您
2017_05_16\00030\0995.wav	好啊你要上我这头呢你这拿车来啊我给你走后门到时候我帮你装了
2017_05_16\00031\0000.wav	人权的三位
2017_05_16\00031\0011.wav	只是你魔音师恩准哦哦哦的误解的水队伍眼力啊也结实实的一个有喝得有有
2017_05_16\00031\0013.wav	我们还来日方长啦
2017_05_16\00031\0018.wav	试试你们款待嗯
2017_05_16\00031\0019.wav	嗯你好你跟你零八个吧
2017_05_16\00031\0039.wav	哼哼哼
2017_05_16\00031\0041.wav	这款现在只有九号是吧
2017_05_16\00031\0044.wav	有事也别做也不吃哦我又想吃了
2017_05_16\00031\0056.wav	为先是我妈给我买的
2017_05_16\00031\0063.wav	杀急切需要不需要帮忙啊
2017_05_16\00031\0064.wav	为其喝酒啦
2017_05_16\00031\0065.wav	刚他们家里来了
2017_05_16\00031\0071.wav	从也会上课
2017_05_16\00031\0073.wav	未等服务说一声
2017_05_16\00031\0082.wav	你不来
2017_05_16\00031\0086.wav	哎麻哥别太辛苦
2017_05_16\00031\0087.wav	你就是使用还在环境比较好的公司作死
2017_05_16\00031\0089.wav	到家了准备些鄂西与今天找陈七个看着二好像所以啊
2017_05_16\00031\0090.wav	视频啊但是微微信啦
2017_05_16\00031\0106.wav	酒味家在东在基辅
2017_05_16\00031\0111.wav	好为你不想来就行了吧我也不叫<UNK>
2017_05_16\00031\0119.wav	昨天天了我秦说他啊有点行
2017_05_16\00031\0122.wav	现在不听了啊再见方能充电电筒好载体吗
2017_05_16\00031\0134.wav	ANGEL六嗯
2017_05_16\00031\0140.wav	人家批发都像是了你的还没吃
2017_05_16\00031\0142.wav	我给你发微信说他就跟我来想把我气死了
2017_05_16\00031\0159.wav	嗯嗯嗯都找不到一个星期应该由对吧
2017_05_16\00031\0162.wav	你的头沟东路不会动还要人呢
2017_05_16\00031\0164.wav	欣欣看完都不想跟他打带小孩有点吵我的太阳呢诶你这么难呢可以
2017_05_16\00031\0178.wav	以上的都是国产的才有给所有给怎么价格哈这么高嘞
2017_05_16\00031\0179.wav	可以说分过材料好处啊
2017_05_16\00031\0180.wav	那好吧未见过了
2017_05_16\00031\0186.wav	把正门这吧没有那么难
2017_05_16\00031\0196.wav	你要为了你们讲领土
2017_05_16\00031\0198.wav	小贵哥小薇
2017_05_16\00031\0200.wav	好酒好吧
2017_05_16\00031\0212.wav	小是我给您不了啊两部戏水
2017_05_16\00031\0213.wav	喂你好在那个英雄请问金融<UNK>
2017_05_16\00031\0217.wav	你说四点六一个四点嘻
2017_05_16\00031\0220.wav	阿尾号公路辅食跟我
2017_05_16\00031\0226.wav	刚收啊衣服开呀又出来了
2017_05_16\00031\0229.wav	你好找个媳妇知道不喜欢了
2017_05_16\00031\0231.wav	在和丁格数味道不错
2017_05_16\00031\0241.wav	我是健身器材想哎那你哥小最想买一个小矮人
2017_05_16\00031\0248.wav	为小零件过只蜡烛
2017_05_16\00031\0260.wav	五啊至两天有地儿是
2017_05_16\00031\0270.wav	你不来
2017_05_16\00031\0272.wav	是您好今天我同时嗯你呢
2017_05_16\00031\0275.wav	嗯还会因为恩主运真是恶人收分文
2017_05_16\00031\0278.wav	恶邻忙的
2017_05_16\00031\0282.wav	我要去玩能力了拜拜
2017_05_16\00031\0293.wav	嗯嗯嗯吧
2017_05_16\00031\0296.wav	那个嗯不是有个我一直什么吗你跟我这同学城市
2017_05_16\00031\0298.wav	王莽放三天写的有出来玩一下
2017_05_16\00031\0302.wav	轻压落良机
2017_05_16\00031\0305.wav	四川吗在你的客户文件后任
2017_05_16\00031\0306.wav	需要我等那么久吗
2017_05_16\00031\0307.wav	那要是可以这样的话你可以星期五回来啊然后刚好星期六新添水姐他们都在想
2017_05_16\00031\0309.wav	嗯吧那在家
2017_05_16\00031\0311.wav	这就是你的性格嗯
2017_05_16\00031\0312.wav	想起一个下午的
2017_05_16\00031\0338.wav	也是很耗时间和精力
2017_05_16\00031\0340.wav	温和忘了一车啊
2017_05_16\00031\0352.wav	不是牛魔王哦
2017_05_16\00031\0359.wav	差不多一点的管理电话里又不方便
2017_05_16\00031\0362.wav	从这么多名好
2017_05_16\00031\0365.wav	样式嗯年期需要我的老婆之间选择你还是可以选择你老婆的
2017_05_16\00031\0398.wav	您好嗯
2017_05_16\00031\0401.wav	味道不错买买嗯由于我这做什么东西存在感
2017_05_16\00031\0407.wav	我嫁给你的誓言有不测有利都够
2017_05_16\00031\0409.wav	衷心地有啥事儿需要不需要帮忙吗
2017_05_16\00031\0423.wav	问问他因昏倒在现在都还没点
2017_05_16\00031\0437.wav	为了生活是做不到
2017_05_16\00031\0440.wav	会不是青报那个我不要碰该村一捧
2017_05_16\00031\0463.wav	我家孩子说你从楼上下来中毒
2017_05_16\00031\0467.wav	人家琵琶都像是了
2017_05_16\00031\0469.wav	那睡前少我家来吃樱桃吧
2017_05_16\00031\0471.wav	好言好走不了一下啊
2017_05_16\00031\0475.wav	明代没有咱们打油茶给你了
2017_05_16\00031\0478.wav	今天上班可上班吗
2017_05_16\00031\0480.wav	不会吧你吃饭的速度太快
2017_05_16\00031\0485.wav	那你俩字是什么
2017_05_16\00031\0491.wav	面上无时候会发凉子
2017_05_16\00031\0504.wav	网银或写郑南雁问我要问
2017_05_16\00031\0505.wav	要跑回官方着啦大家要去
2017_05_16\00031\0508.wav	你好哦哦哦屏哦
2017_05_16\00031\0509.wav	昨天晚上去哪里八五宅啦
2017_05_16\00031\0518.wav	小小好而过
2017_05_16\00031\0529.wav	背景墙设计还有一些吊顶的样式你可以看一下有些事可操作又有可操作性的
2017_05_16\00031\0535.wav	会员攻势
2017_05_16\00031\0536.wav	嗯嗯哦
2017_05_16\00031\0546.wav	你坐在车子洗车行了上百
2017_05_16\00031\0547.wav	你在什么电话啊我再发好的快了
2017_05_16\00031\0557.wav	体验了许多整套没什么问题结合点到体发炎引起的
2017_05_16\00031\0565.wav	出东门往南走到大公路上吧捂着无过的红绿灯
