2017_05_16\00022\0306.wav	 复赛童童选什么节目好你帮我们选一个好吗 
2017_05_16\00016\0562.wav	 打了针就不要聊了好不好 
2017_05_16\00001\0235.wav	帮助别人但是请不要欺骗我的爱心
2017_05_16\00014\0525.wav	 主要因为那一次就是 
2017_05_16\00011\0497.wav	我排练呢妈妈接我呢
2017_05_16\00026\0957.wav	 我担心生完孩子我担心断奶之后乳房一个大一个小 
2017_05_16\00023\0794.wav	 我们可以物流发到您家 
2017_05_16\00014\0524.wav	 以为你们都过幸福了 
2017_05_16\00008\0972.wav	 嗯在家嘞很无聊 
2017_05_16\00006\0986.wav	我就是涞水的
2017_05_16\00022\0546.wav	又给我攒了好多好东西吧
2017_05_16\00002\0518.wav	 感谢主阿们 
2017_05_16\00019\0174.wav	 我是为了你好 
2017_05_16\00001\0586.wav	 佳桦你早上给他起来吃那个D三就是促进钙吸收的钙的话下午呃六七点那会儿给他吃就是睡前两个小时吃上吸收要更好一些 
2017_05_16\00018\0409.wav	老师你好我们是三口之家是爸爸妈妈女儿
2017_05_16\00024\0279.wav	 你知道晚上的麻将场合有多快乐吗 
2017_05_16\00001\0186.wav	 记得给我把中药拿下来哈 
2017_05_16\00008\0929.wav	你的目标是找个什么样的呀
2017_05_16\00026\0860.wav	 那你那指定没有活干 
2017_05_16\00008\0955.wav	能留一张
2017_05_16\00013\0502.wav	 你好帅哥结婚了没有 
2017_05_16\00032\0297.wav	 你两天在上在上体育课呀我给你打电话你都没有接到 
2017_05_16\00026\0457.wav	 好吧嗯那你 
2017_05_16\00006\0047.wav	哎呀真不好意思啊当家的不在家我没知道哇
2017_05_16\00019\0416.wav	在我们在一起吃饭的时候儿也常提起你
2017_05_16\00027\0844.wav	 你是公务员儿我是打工者 
2017_05_16\00021\0392.wav	 还没到还没到呢嗯我急疯了然后这边上午然后帮一个大哥送到浦东机场去了 
2017_05_16\00026\0596.wav	 咋们的小区面积也不算太大入住的人口也不算太多如果保安到位小偷是不可能把车偷出去的 
2017_05_16\00011\0698.wav	摊了几个鸡蛋
2017_05_16\00031\0086.wav	慢慢儿干别太辛苦啦
2017_05_16\00019\0379.wav	 你就是头驴脾气犟的很 
2017_05_16\00028\0703.wav	你不用生我的气了吗
2017_05_16\00032\0644.wav	 没事也不用特意的给我你有空的话你就给我 
2017_05_16\00000\0168.wav	 哎呀年纪一大把了有啥事儿都自己做 
2017_05_16\00006\0532.wav	 你快点发呀 
2017_05_16\00013\0574.wav	 好像晚上有人请吃饭呐 
2017_05_16\00005\0220.wav	 就是时间太长啦九天 
2017_05_16\00014\0558.wav	 都我都不给他好吃的了 
2017_05_16\00005\0610.wav	 那你做这个哪里的要跑了是吗 
2017_05_16\00029\0336.wav	 没有你大 
2017_05_16\00031\0013.wav	我们还来日方长呢
2017_05_16\00018\0361.wav	 爱华自己你自己没事吧 
2017_05_16\00027\0564.wav	 我在我亲戚家不好的 
2017_05_16\00013\0974.wav	我把钱给你了你干嘛还给我
2017_05_16\00022\0105.wav	 南安火车站 
2017_05_16\00024\0225.wav	 终于没有错过一个亿了 
2017_05_16\00029\0023.wav	门神贴反了
2017_05_16\00012\0046.wav	 红问你一个事儿好吗 
2017_05_16\00017\0269.wav	 老陈咱们上那次上广西咱们参加人家那什么什么就是治脚气那个是不是韭菜怎么弄啊买一斤半韭菜多少韭菜呀人家让我问一下儿是怎么弄啊那韭菜给煮喽泡脚 
2017_05_16\00000\0284.wav	 现在他没有读书你还可以带他跑一下 
2017_05_16\00021\0559.wav	那有时间就下来玩吧过几天这几天比较忙
2017_05_16\00011\0051.wav	 家里有没有下雨呀 
2017_05_16\00001\0830.wav	以后非得让我说明白了
2017_05_16\00015\0455.wav	这个是我们的课表及服务内容我们的话主要是
2017_05_16\00004\0444.wav	 我只要在家有空我找你玩哦 
2017_05_16\00012\0170.wav	 我是勒紧裤腰带 
2017_05_16\00013\0189.wav	 你这个表弟有多大了嘛这么懒 
2017_05_16\00016\0341.wav	盼这一天真的好难啊
2017_05_16\00002\0294.wav	 我没事的 
2017_05_16\00024\0421.wav	 怎么到现在还没吃 
2017_05_16\00024\0769.wav	 也没有做出什么事 
2017_05_16\00019\0857.wav	 我们家也用不了多长时间我们家 
2017_05_16\00011\0729.wav	师姐看来你剩下的两组玻璃不用你费力气了
2017_05_16\00031\0529.wav	背景墙设计还有一些吊顶的样式你可以看一下有些是可操作有有可操作性的
2017_05_16\00031\0796.wav	我倒是吃饱了也能睡
2017_05_16\00010\0774.wav	班儿了是不上
2017_05_16\00011\0111.wav	吊个脸子给谁看呐
2017_05_16\00008\0733.wav	林晨新你在干嘛
2017_05_16\00028\0557.wav	 是个问题 
2017_05_16\00023\0551.wav	 我说你来了咱两个去医院看看 
2017_05_16\00002\0731.wav	 老公如果那个嗯房 
2017_05_16\00023\0687.wav	西边好像有人他们能开的
2017_05_16\00029\0809.wav	在早就跟你说过我做一次我让你舒服到三次
2017_05_16\00021\0109.wav	永不凋谢永不凋谢的玫瑰花
2017_05_16\00022\0315.wav	 有时间朋友圈看一看我在朋友圈里面卖鱼胶 
2017_05_16\00027\0416.wav	 快递今天反正都得发晚点也是发正好 
2017_05_16\00029\0501.wav	 萌萌哒我妹妹 
2017_05_16\00003\0275.wav	今天晚上能不能早点儿回家我呢大概在七点来钟
2017_05_16\00002\0292.wav	 随时可以来带上你家小姑娘 
2017_05_16\00012\0485.wav	 没问题的有时间喽 
2017_05_16\00001\0458.wav	 哎呀疼死我啦 
2017_05_16\00005\0353.wav	 二姐我今天回家 
2017_05_16\00016\0415.wav	 你以为我要了我们同事要 
2017_05_16\00021\0034.wav	 爸发的信息 
2017_05_16\00016\0470.wav	才看见昨天来人儿了
2017_05_16\00001\0073.wav	 你们两个好像两公婆 
2017_05_16\00004\0410.wav	 这都是和老师的培养是分不开的再次 
2017_05_16\00025\0039.wav	我怕去了到站不知道下车就完了
2017_05_16\00024\0949.wav	我喜欢跟顾客一对一的交流
2017_05_16\00006\0533.wav	你等着吃完饭
2017_05_16\00016\0219.wav	不好意思刚才接了个电话
2017_05_16\00015\0306.wav	 我看一下就明白了 
2017_05_16\00011\0120.wav	不是点赞是点进去
2017_05_16\00031\0603.wav	我什么时候这样说啦
2017_05_16\00013\0045.wav	 上海市浦东新区 
2017_05_16\00025\0134.wav	 这小宝宝好可爱哦 
2017_05_16\00007\0612.wav	行啦干几天儿就中了
2017_05_16\00010\0414.wav	最听话的反义词
2017_05_16\00033\0036.wav	现在不聊啦手机放那里充电
2017_05_16\00001\0912.wav	 没有我说我现在在 
2017_05_16\00004\0872.wav	 我收拾收拾我不睡吃多了在胃里头掐着晚上睡不好觉还 
2017_05_16\00025\0369.wav	二哥师傅的心情不好怎么回事儿
2017_05_16\00017\0691.wav	老公你上班了吗
2017_05_16\00004\0859.wav	你这吊个脸子给谁看呐
2017_05_16\00022\0587.wav	 换手机啦你看看它这不说了嘛完了呢 
2017_05_16\00006\0944.wav	 企业营销方式会从企业家营销走向惯例式营销 
2017_05_16\00008\0727.wav	没事的他到了我不知道打电话问他也中
2017_05_16\00007\0162.wav	 你不知道我对你的很痛苦 
2017_05_16\00002\0065.wav	 同学们大家好 
2017_05_16\00003\0956.wav	 不要胡思乱想 
2017_05_16\00024\0167.wav	 认识就是缘分 
2017_05_16\00023\0215.wav	 嗯范媛儿是在我家呢他妈 
2017_05_16\00028\0818.wav	下午再聊吧我干活去了
2017_05_16\00006\0186.wav	 啊怡芳需要做 
2017_05_16\00029\0711.wav	 衣服裁好了对我说啊 
2017_05_16\00001\0309.wav	 早上我才听说 
2017_05_16\00012\0894.wav	老妹还说如果你那个这样闹还没有买就算了
2017_05_16\00022\0158.wav	 但是你人没在这里 
2017_05_16\00006\0292.wav	 马老师让我加董佩的那个微信他现在正在排练呢说的就能给回复了因为因为董佩一直没给回复我也不会加呀你加吧先你加他 
2017_05_16\00001\0813.wav	 各交一百元电话遇一共二百 
2017_05_16\00009\0694.wav	 不跟你说啦我们要睡觉啦 
2017_05_16\00013\0836.wav	 其他的H R呢可能是会包含的就是他一个人作品都看模块他可能都是叫为H R 
2017_05_16\00027\0083.wav	好不容易鼓足那么大的勇气结果输的一败涂地
2017_05_16\00002\0078.wav	 来玩儿呗喝点儿吃点儿喝点儿 
2017_05_16\00021\0501.wav	百日夫妻似海深呐
2017_05_16\00004\0296.wav	见到你这样的美女害羞
2017_05_16\00022\0659.wav	 我本身跟他的关系就很复杂 
2017_05_16\00000\0893.wav	没有好好好陪老婆
2017_05_16\00013\0880.wav	 在休息 
2017_05_16\00030\0379.wav	 对我的称呼应该是您 
2017_05_16\00014\0798.wav	 我多想把你留下吃完饭再走 
2017_05_16\00028\0906.wav	 我同事说提前一两个月 
2017_05_16\00002\0229.wav	你就入赘我们家
2017_05_16\00004\0629.wav	我们天天上班儿
2017_05_16\00011\0333.wav	等两点多去医院所以没去
2017_05_16\00001\0730.wav	是够害怕的
2017_05_16\00020\0159.wav	还不去吃吗
2017_05_16\00026\0733.wav	是你让我明白爱我就像
2017_05_16\00019\0321.wav	 想不到还是瘦一点的女孩子厉害 
2017_05_16\00017\0762.wav	你再教我吧
2017_05_16\00030\0344.wav	 那你现在是在家里还是在外面啊 
2017_05_16\00009\0565.wav	 这个炉盘是你自己做的吗 
2017_05_16\00032\0002.wav	 高雅的人也需要接地气呀 
2017_05_16\00031\0633.wav	 就是不知道你有没有空喽 
2017_05_16\00032\0910.wav	 韩老板你好 
2017_05_16\00010\0908.wav	然后现在呢如果英语还让他写他就觉得一点意思都没有他们肯定就不愿意学了所以我就为了让他更有兴趣我跟他说我都不跟他不跟他写不叫他写的
2017_05_16\00017\0614.wav	我微信里头一分钱没有了要有钱的话我给你转过去点儿昨天全让我买东西了
2017_05_16\00008\0208.wav	 你喜欢哪个颜色哪个颜色就是你的了 
2017_05_16\00017\0655.wav	 糖水太甜了请加少一点糖 
2017_05_16\00029\0293.wav	 我要天天十几个小时 
2017_05_16\00011\0723.wav	 妈妈 
2017_05_16\00000\0967.wav	是好是坏只能自己享受了
2017_05_16\00013\0182.wav	 我好不容易订一个报纸居然停刊了 
2017_05_16\00008\0752.wav	给三哥我们两个都让你们带坏了
2017_05_16\00029\0444.wav	 这个体重大概是从什么时候上升的 
2017_05_16\00016\0324.wav	 还没好吗你还要去去打针 
2017_05_16\00001\0893.wav	关键是我不知道我什么时候有时间
2017_05_16\00031\0241.wav	我是这个七个小矮人的一个小最小的一个小矮人
2017_05_16\00006\0437.wav	你没有上班吗
2017_05_16\00009\0637.wav	上不了班儿了你养着我吧
2017_05_16\00022\0874.wav	你爸今早上不到八点到家的
2017_05_16\00015\0655.wav	刚才警察来了有什么就
2017_05_16\00027\0191.wav	 啊把针药拿到学校去都可以打上校医打嘛 
2017_05_16\00028\0144.wav	喂你好亲爱的你在哪里呀
2017_05_16\00026\0427.wav	 做销售就是在不断满足客户需求解决问题的过 
2017_05_16\00012\0841.wav	 四七六八九四七七 
2017_05_16\00004\0889.wav	 干嘛呢说话儿这么慢呢 
2017_05_16\00020\0378.wav	 那行四哥保重身体好好的发展以以后四哥一定是我们这个行业的栋梁 
2017_05_16\00012\0961.wav	 小红你那个胃还痛吗 
2017_05_16\00019\0720.wav	 真不是 
2017_05_16\00012\0163.wav	开发市场找客户
2017_05_16\00013\0332.wav	 我去给他们找找房子 
2017_05_16\00006\0673.wav	 我在家呢刚我上辽宁中医了 
2017_05_16\00014\0811.wav	要分手也不需要这么麻烦
2017_05_16\00016\0743.wav	 嗯嗯是啊要不你来我们学校读哇 
2017_05_16\00007\0783.wav	 亲爱的你都来我家了 
2017_05_16\00027\0440.wav	 对好的 
2017_05_16\00004\0907.wav	 嗯我们这边主要是胖人还是挺多的 
2017_05_16\00010\0050.wav	 招工又没有人来 
2017_05_16\00019\0215.wav	 吃完饭休息会儿再走 
2017_05_16\00013\0892.wav	 我的口音跟你的口音是一样的 
2017_05_16\00013\0680.wav	没看见
2017_05_16\00024\0682.wav	 他们说过来看看 
2017_05_16\00027\0514.wav	 姐咱妈说咱家沟里九毛九对吗 
2017_05_16\00021\0218.wav	缺个女字儿旁的老字儿缺个女字儿旁
2017_05_16\00029\0657.wav	 你老婆挺心疼你不让你去呗 
2017_05_16\00021\0060.wav	本来你就不该那样说我嘛
2017_05_16\00033\0156.wav	只是听别人说的啦
2017_05_16\00007\0636.wav	 正在下饺子来吃吧 
2017_05_16\00027\0700.wav	一小包儿小包的
2017_05_16\00032\0949.wav	 我说错了我的意思叫他出来 
2017_05_16\00011\0186.wav	 你不有志气的男人吗不指别人儿吗你还能指上我嘛好好努力吧 
2017_05_16\00022\0104.wav	 好无聊哦 
2017_05_16\00010\0120.wav	 她舍不得喝 
2017_05_16\00015\0017.wav	砖头子
2017_05_16\00031\0920.wav	这段时间有没有做爱
2017_05_16\00030\0824.wav	一米六七不矮了
2017_05_16\00014\0293.wav	你不知道毛毛他是一伙儿的上次就是他拉的
2017_05_16\00026\0760.wav	 我刚想问妮妮还在候着呢呀 
2017_05_16\00033\0005.wav	 这书都是新的新书看你还要不要要就跟我们说一下啊 
2017_05_16\00030\0843.wav	现在是一个普通的老百姓
2017_05_16\00016\0426.wav	难道你还不敢
2017_05_16\00009\0587.wav	才问了一下同事七月底左右的话全省身份证都可以办理了就是说你户口在浙江省内的你到临期直接就可以办身份证了如果你是现在需要身份证现在去办理的话你需要就是说在这边采集帮你采集照片跟指纹你还要委托书给杭州那边呃还要那边再办理的
2017_05_16\00023\0570.wav	 再过几天采煤就没时间了 
2017_05_16\00000\0813.wav	钢结构工程房屋建筑工程土石方工程消防设备安装房屋修缮管道工程防水保湿工程建筑材料儿安装
2017_05_16\00022\0553.wav	是从哈尔滨坐最慢那车也是二十四个小时到上海
2017_05_16\00021\0454.wav	这花开的真让人稀罕漂亮
2017_05_16\00012\0202.wav	今天晚上下班儿给我撸槐树花儿
2017_05_16\00009\0678.wav	 唉我来这里你不跟我玩呐你跑出去跟别人玩呐 
2017_05_16\00031\0772.wav	 我怎么可能是猪呢我要是猪你是什么呢你是母猪吗 
2017_05_16\00013\0699.wav	那黄瓜是买的
2017_05_16\00013\0782.wav	开车拉我撸洋槐花儿
2017_05_16\00029\0788.wav	嗯没钱请个凉皮也行啊
2017_05_16\00016\0822.wav	 慧琴你好中午吃完饭儿啦现在没事儿啦 
2017_05_16\00004\0714.wav	是P S软件
2017_05_16\00014\0880.wav	中午你出去玩了没有
2017_05_16\00015\0024.wav	 幺五零四七六八 
2017_05_16\00019\0726.wav	才看见昨天有且
2017_05_16\00024\0054.wav	起来泡泡点儿凉皮儿吃
2017_05_16\00019\0411.wav	 这是什么 
2017_05_16\00030\0594.wav	 停水好办有饭店别的东西 
2017_05_16\00033\0060.wav	 精神上可以刺激你 
2017_05_16\00013\0017.wav	 希望你是不是真的去唱K呀我叫我的同事也去 
2017_05_16\00009\0406.wav	一盘菜只吃了肉没有吃菜
2017_05_16\00004\0345.wav	小董我跟张威说好啦嗯
2017_05_16\00026\0215.wav	 假米做的饭 
2017_05_16\00030\0106.wav	 我老公想吃什么就吃什么我才不管 
2017_05_16\00021\0396.wav	下面的那一个红色的不是裙是不是裙子
2017_05_16\00032\0689.wav	这个红烧肉
2017_05_16\00012\0268.wav	那好慢一点
2017_05_16\00019\0276.wav	 可你是真心的 
2017_05_16\00029\0327.wav	 你爸给我调出来了现在刚演的蒋欣演的 
2017_05_16\00019\0392.wav	 你都不说我肯定不知道啦 
2017_05_16\00021\0386.wav	 我这可以不知道你们的意见 
2017_05_16\00000\0386.wav	 你陪我睡 
2017_05_16\00006\0653.wav	 你叫大海吧 
2017_05_16\00027\0556.wav	老群主来一个包儿
2017_05_16\00001\0137.wav	那明天上午是下午带衣服呀
2017_05_16\00007\0238.wav	请抱着宝宝照张相片过来给我看
2017_05_16\00025\0233.wav	小张你学嘛学学也好的会学会讲的就会讲普通话的就会发出来的
2017_05_16\00026\0132.wav	 保险会议的排房 
2017_05_16\00012\0944.wav	 没关系我不怪你只要你是真心的 
2017_05_16\00000\0140.wav	 我要是没事往后推也没事 
2017_05_16\00000\0370.wav	 把你吵醒了 
2017_05_16\00030\0332.wav	 你没有给我清理垃圾 
2017_05_16\00022\0302.wav	 你俩只想挣钱行了孩子有人给你带多好 
2017_05_16\00001\0695.wav	给你点了一个歌
2017_05_16\00006\0119.wav	我们就组建了这个群利用团队的力量
2017_05_16\00027\0938.wav	哎你也好吧
2017_05_16\00010\0841.wav	记住只打一第本篇小荷
2017_05_16\00015\0180.wav	 我都没学会 
2017_05_16\00004\0768.wav	偏旁的旁旁边的旁
2017_05_16\00011\0881.wav	我说他能去还不就告你别去了咱都往后推一天咱俩不也歇歇吗
2017_05_16\00027\0218.wav	瑞瑞也是对炸的东西特别感兴趣不管是炸的什么他都爱吃
2017_05_16\00021\0080.wav	 没关系啊你说什么就是什么 
2017_05_16\00009\0812.wav	 那你查作业帮呗 
2017_05_16\00006\0219.wav	我高兴的笑了现在我在现在我在眯眯笑呢
2017_05_16\00001\0763.wav	薛然今天几点上班呐
2017_05_16\00026\0527.wav	可以可以太谢谢了表姑
2017_05_16\00015\0756.wav	 不去了嘛在外面吃我请 
2017_05_16\00003\0140.wav	行早点儿回来
2017_05_16\00026\0824.wav	 今天开会说了有假的人赶紧休掉 
2017_05_16\00023\0781.wav	能于便于联系那就好了
2017_05_16\00016\0423.wav	叫依依睡觉吧依依困了
2017_05_16\00010\0610.wav	 肯定还是搞的七菜一汤嘛哈 
2017_05_16\00000\0019.wav	 不好意思啊你哥哥打我的电话我没听见 
2017_05_16\00018\0102.wav	太完美啦太漂亮啦
